area
18.36751302
23.60611979
45.75930447
43.39051649
41.92005751
40.19580078
37.66148546
37.09857856
35.77544488
36.53776042
38.85438368
40.99286567
42.10023329
42.14382595
42.51296658
39.27061632
41.22143555
43.85400391
44.52978516
42.96139865
43.77954102
46.35807292
45.27170139
45.1987576
47.45187717
45.73111979
43.28846571
40.83734809
41.12112088
41.36040582
41.43720161
43.28740777
44.56461589
40.04144965
39.38682726
41.3312717
42.05395508
43.8835178
42.28000217
40.99622938
42.86515299
43.07739258
44.4769694
45.29033746
45.43058268
42.11585829
41.54592556
40.43768989
40.42678494
40.10999891
40.45206706
43.30257161
44.56971571
40.71837023
41.83029514
40.69192166
42.51152886
43.11572266
39.57503255
41.37396918
37.80156793
37.39602322
39.90641276
38.24126519
39.40879991
38.2586263
37.82809787
37.37890625
38.04201931
37.34724935
39.73215061
39.17982313
42.24419488
42.91943359
39.72235786
37.75010851
36.32587348
33.80105252
34.66292318
32.10088433
33.89577908
35.61461046
37.68570964
42.59065755
45.13381619
20.86990017
19.25553385
24.48494466
26.07638889
38.0067003
46.54066298
45.37822808
41.91984049
41.1596951
41.2124566
42.27216254
40.52308485
43.66362847
43.62616645
45.37782118
44.32082791
45.54182943
43.32039388
40.35199653
40.55650499
41.8453776
46.84049479
45.66463216
44.48022461
42.7886556
59.07527669
45.28228082
36.83292643
36.6695421
36.60617405
35.2941352
36.1226671
35.03021918
39.59681532
40.98936632
37.41875543
41.45594618
39.52427843
38.90757921
36.87065972
38.60636393
37.66525608
40.8375651
43.43920898
41.69566515
36.81277127
40.38699002
37.91547309
42.94721137
38.84879557
41.59187826
41.89450412
38.35340712
40.92914497
44.41929796
42.02357313
40.94710286
42.36794705
42.62687174
42.47601997
43.55685764
41.79383681
44.85658095
43.52899848
42.18676758
21.55574544
26.99069553
33.63604058
41.92296007
46.0679796
49.18538411
45.66384549
46.20619032
42.73768446
39.95014106
38.66482205
41.84884983
41.57676866
41.43549262
41.63275825
41.34695095
43.74302843
46.74484592
47.12301975
45.28765191
42.13758681
42.92182075
42.24986437
42.73594835
45.79337565
44.9028049
45.41194661
43.93245443
42.39119466
41.71370443
43.1758355
43.16351997
46.74690755
42.86732313
41.34708659
45.4535319
45.76139323
44.98350694
48.25249566
47.98952908
46.54470486
43.84366862
47.10994466
47.02419705
43.92008464
43.06203885
43.63674588
45.9769694
47.25591363
43.45732964
42.2582194
44.14927843
45.96055773
48.04492188
50.31304253
48.54465061
45.23030599
38.67559136
30.0550944
27.10655382
28.70787218
26.89987522
21.34971788
11.74915907
19.95548503
11.76860894
10.46028646
13.77585178
17.35454644
17.94821506
19.21690538
18.5062934
19.99788411
20.3815918
16.59491645
16.92941623
22.29280599
23.8375651
25.46329753
25.96533203
24.65606011
24.39398872
26.7046441
29.13568793
30.36919488
28.7531467
32.41875543
30.42385525
28.42293294
30.48741319
33.12798394
33.46961806
34.3397895
30.63302951
29.65885417
30.10598416
31.13140191
28.84342448
26.16612413
26.34412977
23.21028646
22.28184679
24.35416667
28.59592014
32.56274414
31.8995497
34.16007487
34.52042643
27.38821072
22.73776584
24.40562609
26.42537435
26.99875217
27.3832194
31.72455512
30.33856879
26.59087457
28.00352648
28.27552626
27.8371582
29.57240126
27.22610135
25.47428385
24.7293023
26.84638129
30.66883681
32.99652778
33.96516927
27.32798937
24.49541558
24.13574219
24.87011719
27.44154188
28.27463108
26.88983832
30.92049154
31.58200412
27.55482313
22.23811849
23.68988715
25.80059136
23.17423503
26.43277995
28.77647569
30.62703451
30.53729926
29.30059136
27.30118815
27.99083116
28.81873915
31.29364692
26.75393338
21.4925944
